macd krot3 21,55

2017-01-19, 13.70, 13.91, -0.21, 
2017-01-20, 13.74, 13.91, -0.17, 
2017-01-23, 13.73, 13.90, -0.17, 
2017-01-24, 13.74, 13.90, -0.16, 
2017-01-26, 13.76, 13.90, -0.14, 
2017-01-27, 13.80, 13.91, -0.11, 
2017-01-30, 13.80, 13.91, -0.11, 
2017-01-31, 13.78, 13.90, -0.12, 
2017-02-01, 13.75, 13.89, -0.14, 
2017-02-02, 13.75, 13.89, -0.14, 
2017-02-03, 13.72, 13.88, -0.16, 
2017-02-06, 13.67, 13.86, -0.19, 
2017-02-07, 13.60, 13.83, -0.23, 
2017-02-08, 13.51, 13.79, -0.28, 
2017-02-09, 13.46, 13.76, -0.30, 
2017-02-10, 13.43, 13.74, -0.31, 
2017-02-13, 13.40, 13.72, -0.32, 
2017-02-14, 13.40, 13.71, -0.31, 
2017-02-15, 13.41, 13.71, -0.30, 
2017-02-16, 13.42, 13.71, -0.29, 
2017-02-17, 13.47, 13.72, -0.25, 
2017-02-20, 13.52, 13.73, -0.21, 
2017-02-21, 13.58, 13.74, -0.16, 
2017-02-22, 13.59, 13.74, -0.15, 
2017-02-23, 13.60, 13.74, -0.14, 
2017-02-24, 13.60, 13.74, -0.14, 
2017-03-01, 13.60, 13.74, -0.14, 
2017-03-02, 13.60, 13.74, -0.14, 
2017-03-03, 13.60, 13.74, -0.14, 
2017-03-06, 13.59, 13.73, -0.14, 
2017-03-07, 13.58, 13.73, -0.15, 
2017-03-08, 13.55, 13.72, -0.17, 
2017-03-09, 13.50, 13.70, -0.20, 
2017-03-10, 13.50, 13.69, -0.19, 
2017-03-13, 13.49, 13.68, -0.19, 
2017-03-14, 13.47, 13.67, -0.20, 
2017-03-15, 13.50, 13.67, -0.17, 
2017-03-16, 13.53, 13.67, -0.14, 
2017-03-17, 13.52, 13.67, -0.15, 
2017-03-20, 13.53, 13.67, -0.14, 
2017-03-21, 13.50, 13.66, -0.16, 
2017-03-22, 13.45, 13.64, -0.19, 
2017-03-23, 13.40, 13.62, -0.22, 
2017-03-24, 13.36, 13.60, -0.24, 
2017-03-27, 13.32, 13.58, -0.26, 
2017-03-28, 13.31, 13.57, -0.26, 
2017-03-29, 13.31, 13.56, -0.25, 
2017-03-30, 13.30, 13.55, -0.25, 
2017-03-31, 13.30, 13.55, -0.25, 
2017-04-03, 13.30, 13.55, -0.25, 
2017-04-04, 13.30, 13.54, -0.24, 
2017-04-05, 13.30, 13.54, -0.24, 
2017-04-06, 13.33, 13.54, -0.21, 
2017-04-07, 13.35, 13.54, -0.19, 
2017-04-10, 13.38, 13.54, -0.16, 
2017-04-11, 13.40, 13.54, -0.14, 
2017-04-12, 13.43, 13.54, -0.11, 
2017-04-13, 13.43, 13.54, -0.11, 
2017-04-17, 13.48, 13.55, -0.07, 
2017-04-18, 13.54, 13.57, -0.03, 
2017-04-19, 13.58, 13.58, 0.00, 
2017-04-20, 13.64, 13.60, 0.04, 
2017-04-24, 13.70, 13.62, 0.08, 
2017-04-25, 13.79, 13.65, 0.14, 
2017-04-26, 13.88, 13.69, 0.19, 
2017-04-27, 13.96, 13.72, 0.24, 
2017-04-28, 14.05, 13.76, 0.29, 
2017-05-02, 14.16, 13.81, 0.35, 
2017-05-03, 14.28, 13.86, 0.42, 
2017-05-04, 14.37, 13.91, 0.46, 
2017-05-05, 14.47, 13.96, 0.51, 
2017-05-08, 14.54, 14.00, 0.54, 
2017-05-09, 14.62, 14.05, 0.57, 
2017-05-10, 14.74, 14.11, 0.63, 
2017-05-11, 14.82, 14.16, 0.66, 
2017-05-12, 14.90, 14.21, 0.69, 
2017-05-15, 14.97, 14.26, 0.71, 
2017-05-16, 15.05, 14.31, 0.74, 
2017-05-17, 15.12, 14.36, 0.76, 
2017-05-18, 15.08, 14.36, 0.72, 
2017-05-19, 15.06, 14.37, 0.69, 
2017-05-22, 15.03, 14.38, 0.65, 
2017-05-23, 15.01, 14.39, 0.62, 
2017-05-24, 15.01, 14.40, 0.61, 
2017-05-25, 15.00, 14.41, 0.59, 
2017-05-26, 15.00, 14.43, 0.57, 
2017-05-29, 14.99, 14.44, 0.55, 
2017-05-30, 14.98, 14.45, 0.53, 
2017-05-31, 14.94, 14.45, 0.49, 
2017-06-01, 14.89, 14.45, 0.44, 
2017-06-02, 14.82, 14.44, 0.38, 
2017-06-05, 14.72, 14.42, 0.30, 
